filename,journal,year,paper_uuid,pred_label,reasoning,raw_response
An-Exploration-of-Start-ups--Sustainable-Marketin_2020_Industrial-Marketing-.md,Industrial_Marketing_Management,2020,An-Exploration-of-Start-ups--Sustainable-Marketin_2020_Industrial-Marketing-,0,"The paper focuses on sustainable marketing orientation in start-ups, which does not directly relate to inter-organizational relations, and does not explicitly adopt a managerial viewpoint on external resource management.","{
    ""reasoning"": ""The paper focuses on sustainable marketing orientation in start-ups, which does not directly relate to inter-organizational relations, and does not explicitly adopt a managerial viewpoint on external resource management."",
    ""decision"": 0
}"
An-antecedent-and-contingent-outcome-model-of-fail-fa_2020_Industrial-Market.md,Industrial_Marketing_Management,2020,An-antecedent-and-contingent-outcome-model-of-fail-fa_2020_Industrial-Market,0,"The paper focuses on internal sales force management and does not explicitly involve inter-organizational relations, thus not meeting the topic inclusion criteria.","{
    ""reasoning"": ""The paper focuses on internal sales force management and does not explicitly involve inter-organizational relations, thus not meeting the topic inclusion criteria."",
    ""decision"": 0
}"
An-empirical-case-study-on-Indian-consumers--sentiment-_2020_Industrial-Mark.md,Industrial_Marketing_Management,2020,An-empirical-case-study-on-Indian-consumers--sentiment-_2020_Industrial-Mark,0,"The paper focuses on consumer sentiment towards electric vehicles, which is a B2C market research topic and does not involve inter-organizational relations or adopt a managerial viewpoint from the perspective of business managers in the context of external resource management.","{
    ""reasoning"": ""The paper focuses on consumer sentiment towards electric vehicles, which is a B2C market research topic and does not involve inter-organizational relations or adopt a managerial viewpoint from the perspective of business managers in the context of external resource management."",
    ""decision"": 0
}"
An-identity-perspective-of-key-account-managers-as-p_2020_Industrial-Marketi.md,Industrial_Marketing_Management,2020,An-identity-perspective-of-key-account-managers-as-p_2020_Industrial-Marketi,1,"The paper focuses on inter-organizational relations, specifically key account managers in B2B customer relationships, and involves theory development through the lens of identity and paradox management from a managerial viewpoint.","{
    ""reasoning"": ""The paper focuses on inter-organizational relations, specifically key account managers in B2B customer relationships, and involves theory development through the lens of identity and paradox management from a managerial viewpoint."",
    ""decision"": 1
}"
Analysis-on-product-rollover-strategies--The-innov_2020_Industrial-Marketing.md,Industrial_Marketing_Management,2020,Analysis-on-product-rollover-strategies--The-innov_2020_Industrial-Marketing,0,"The paper focuses on product rollover strategies from the perspective of a firm producing durable goods, which does not explicitly involve inter-organizational relations, and thus does not meet the topic criterion.","{
    ""reasoning"": ""The paper focuses on product rollover strategies from the perspective of a firm producing durable goods, which does not explicitly involve inter-organizational relations, and thus does not meet the topic criterion."",
    ""decision"": 0
}"
Analytics-in-the-era-of-big-data--The-digital-transfor_2020_Industrial-Marke.md,Industrial_Marketing_Management,2020,Analytics-in-the-era-of-big-data--The-digital-transfor_2020_Industrial-Marke,0,"The paper does not explicitly involve theory development or theory testing, and it appears to be a descriptive editorial rather than a research paper.","{
    ""reasoning"": ""The paper does not explicitly involve theory development or theory testing, and it appears to be a descriptive editorial rather than a research paper."",
    ""decision"": 0
}"
Analyzing-the-impact-of-the-coronavirus-crisis-o_2020_Industrial-Marketing-M.md,Industrial_Marketing_Management,2020,Analyzing-the-impact-of-the-coronavirus-crisis-o_2020_Industrial-Marketing-M,0,"The paper focuses on the impact of the coronavirus crisis on business models, which is more related to internal corporate management and business model innovation rather than inter-organizational relations, and does not explicitly involve theory development or testing on inter-organizational relations from a managerial viewpoint.","{
    ""reasoning"": ""The paper focuses on the impact of the coronavirus crisis on business models, which is more related to internal corporate management and business model innovation rather than inter-organizational relations, and does not explicitly involve theory development or testing on inter-organizational relations from a managerial viewpoint."",
    ""decision"": 0
}"
Antecedents-and-consequence-of-organizational-unle_2020_Industrial-Marketing.md,Industrial_Marketing_Management,2020,Antecedents-and-consequence-of-organizational-unle_2020_Industrial-Marketing,0,"The paper focuses on internal organizational aspects such as unlearning, innovation, and firm size, without explicitly addressing inter-organizational relations, thus not meeting the topic criterion.","{
    ""reasoning"": ""The paper focuses on internal organizational aspects such as unlearning, innovation, and firm size, without explicitly addressing inter-organizational relations, thus not meeting the topic criterion."",
    ""decision"": 0
}"
Are-organizational-buyers-rational--Using-price-heur_2020_Industrial-Marketi.md,Industrial_Marketing_Management,2020,Are-organizational-buyers-rational--Using-price-heur_2020_Industrial-Marketi,1,"The paper focuses on B2B marketing, specifically on how organizational buyers make decisions based on price heuristics, which is related to inter-organizational relations and adopts a managerial viewpoint with theory development.","{
    ""reasoning"": ""The paper focuses on B2B marketing, specifically on how organizational buyers make decisions based on price heuristics, which is related to inter-organizational relations and adopts a managerial viewpoint with theory development."",
    ""decision"": 1
}"
Are-products-striking-back--The-rise-of-smart-prod_2020_Industrial-Marketing.md,Industrial_Marketing_Management,2020,Are-products-striking-back--The-rise-of-smart-prod_2020_Industrial-Marketing,1,"The paper focuses on the transformation of physical products into smart products in business-to-business markets, involving inter-organizational relations and adopting a managerial viewpoint with theory development.","{
    ""reasoning"": ""The paper focuses on the transformation of physical products into smart products in business-to-business markets, involving inter-organizational relations and adopting a managerial viewpoint with theory development."",
    ""decision"": 1
}"
B-to-B-relationships--A-resource--knowledge--and-c_2020_Industrial-Marketing.md,Industrial_Marketing_Management,2020,B-to-B-relationships--A-resource--knowledge--and-c_2020_Industrial-Marketing,1,"The paper focuses on inter-organizational relations, specifically B-to-B relationships, and involves theory development by integrating multiple perspectives such as the Resource-Based View, Knowledge-Based View, and Capability-Based View from a managerial viewpoint.","{
    ""reasoning"": ""The paper focuses on inter-organizational relations, specifically B-to-B relationships, and involves theory development by integrating multiple perspectives such as the Resource-Based View, Knowledge-Based View, and Capability-Based View from a managerial viewpoint."",
    ""decision"": 1
}"
B2B-analytics-in-the-airline-market--Harnessing-the_2020_Industrial-Marketin.md,Industrial_Marketing_Management,2020,B2B-analytics-in-the-airline-market--Harnessing-the_2020_Industrial-Marketin,1,"The paper focuses on B2B analytics and market intelligence in the airline industry, involving inter-organizational relations and adopting a managerial viewpoint, with explicit theory development and testing.","{
    ""reasoning"": ""The paper focuses on B2B analytics and market intelligence in the airline industry, involving inter-organizational relations and adopting a managerial viewpoint, with explicit theory development and testing."",
    ""decision"": 1
}"
B2B-brands-on-Twitter--Engaging-users-with-a-varying-comb_2020_Industrial-Ma.md,Industrial_Marketing_Management,2020,B2B-brands-on-Twitter--Engaging-users-with-a-varying-comb_2020_Industrial-Ma,0,"The paper focuses on B2B companies' social media content strategies and engagement, which is more related to marketing and consumer behavior rather than inter-organizational relations or supply chain management, thus not meeting the topic criterion.","{
    ""reasoning"": ""The paper focuses on B2B companies' social media content strategies and engagement, which is more related to marketing and consumer behavior rather than inter-organizational relations or supply chain management, thus not meeting the topic criterion."",
    ""decision"": 0
}"
B2B-purchase-engagement--Examining-the-key-drivers-a_2020_Industrial-Marketi.md,Industrial_Marketing_Management,2020,B2B-purchase-engagement--Examining-the-key-drivers-a_2020_Industrial-Marketi,1,"The paper focuses on B2B purchase engagement, examining the drivers and outcomes in professional services, which aligns with the topic of inter-organizational relations and adopts a managerial viewpoint.","{
    ""reasoning"": ""The paper focuses on B2B purchase engagement, examining the drivers and outcomes in professional services, which aligns with the topic of inter-organizational relations and adopts a managerial viewpoint."",
    ""decision"": 1
}"
B2B-service-innovation-and-global-industrial-se_2020_Industrial-Marketing-Ma.md,Industrial_Marketing_Management,2020,B2B-service-innovation-and-global-industrial-se_2020_Industrial-Marketing-Ma,0,"The paper does not explicitly involve theory development or theory testing, and it appears to be an editorial introduction to a special issue rather than a research paper.","{
    ""reasoning"": ""The paper does not explicitly involve theory development or theory testing, and it appears to be an editorial introduction to a special issue rather than a research paper."",
    ""decision"": 0
}"
Becoming-a-more-attractive-supplier-by-managing-references-_2020_Industrial-.md,Industrial_Marketing_Management,2020,Becoming-a-more-attractive-supplier-by-managing-references-_2020_Industrial-,1,"The paper focuses on inter-organizational relations, specifically supplier attractiveness in a business-to-business context, involves theory development on partnering attractiveness, and adopts a managerial viewpoint from the perspective of SMEs.","{
    ""reasoning"": ""The paper focuses on inter-organizational relations, specifically supplier attractiveness in a business-to-business context, involves theory development on partnering attractiveness, and adopts a managerial viewpoint from the perspective of SMEs."",
    ""decision"": 1
}"
Behind-the-scenes-of-digital-servitization--Actuali_2020_Industrial-Marketin.md,Industrial_Marketing_Management,2020,Behind-the-scenes-of-digital-servitization--Actuali_2020_Industrial-Marketin,1,"The paper focuses on the intersection of IoT and servitization in a manufacturing context, adopting affordance theory to explain the processes manufacturers go through to create outcomes from IoT-enabled servitization, which aligns with the topic of inter-organizational relations and theory development from a managerial viewpoint.","{
    ""reasoning"": ""The paper focuses on the intersection of IoT and servitization in a manufacturing context, adopting affordance theory to explain the processes manufacturers go through to create outcomes from IoT-enabled servitization, which aligns with the topic of inter-organizational relations and theory development from a managerial viewpoint."",
    ""decision"": 1
}"
Between-contracts-and-trust--Disentangling-the-safeguard_2020_Industrial-Mar.md,Industrial_Marketing_Management,2020,Between-contracts-and-trust--Disentangling-the-safeguard_2020_Industrial-Mar,1,"The paper focuses on inter-organizational relations, specifically the contract-trust nexus in supplier-retailer dyads, and involves theory development and testing from a managerial viewpoint.","{
    ""reasoning"": ""The paper focuses on inter-organizational relations, specifically the contract-trust nexus in supplier-retailer dyads, and involves theory development and testing from a managerial viewpoint."",
    ""decision"": 1
}"
Big-Data-Analysis-of-Volatility-Spillovers-of-Brands-_2020_Industrial-Market.md,Industrial_Marketing_Management,2020,Big-Data-Analysis-of-Volatility-Spillovers-of-Brands-_2020_Industrial-Market,0,"The paper focuses on the relationship between user-generated content and stock market performance, which does not directly relate to inter-organizational relations, and does not explicitly involve theory development or testing from a managerial viewpoint on such relations.","{
    ""reasoning"": ""The paper focuses on the relationship between user-generated content and stock market performance, which does not directly relate to inter-organizational relations, and does not explicitly involve theory development or testing from a managerial viewpoint on such relations."",
    ""decision"": 0
}"
Big-data-analytics-for-supply-chain-relationsh_2020_Industrial-Marketing-Man.md,Industrial_Marketing_Management,2020,Big-data-analytics-for-supply-chain-relationsh_2020_Industrial-Marketing-Man,1,"The paper focuses on inter-organizational relations in the context of supply chain finance and B2B analytics, involves theory development and testing, and adopts a managerial viewpoint from the perspective of business managers in the banking industry.","{
    ""reasoning"": ""The paper focuses on inter-organizational relations in the context of supply chain finance and B2B analytics, involves theory development and testing, and adopts a managerial viewpoint from the perspective of business managers in the banking industry."",
    ""decision"": 1
}"
Blind-date--Intermediaries-as-matchmakers-on-the-way_2020_Industrial-Marketi.md,Industrial_Marketing_Management,2020,Blind-date--Intermediaries-as-matchmakers-on-the-way_2020_Industrial-Marketi,1,"The paper explores the role of intermediaries in facilitating coopetition between start-ups and industry firms, adopting a network perspective and involving theory development through an inductive model, thus meeting the inclusion criteria of focusing on inter-organizational relations, theory development, and adopting a managerial viewpoint.","{
    ""reasoning"": ""The paper explores the role of intermediaries in facilitating coopetition between start-ups and industry firms, adopting a network perspective and involving theory development through an inductive model, thus meeting the inclusion criteria of focusing on inter-organizational relations, theory development, and adopting a managerial viewpoint."",
    ""decision"": 1
}"
Board-structure-and-firm-capability--An-environment-embe_2020_Industrial-Mar.md,Industrial_Marketing_Management,2020,Board-structure-and-firm-capability--An-environment-embe_2020_Industrial-Mar,0,"The paper focuses on internal corporate management, specifically the relationship between board diversity and marketing capability, and does not explicitly involve inter-organizational relations.","{
    ""reasoning"": ""The paper focuses on internal corporate management, specifically the relationship between board diversity and marketing capability, and does not explicitly involve inter-organizational relations."",
    ""decision"": 0
}"
Business-networking-and-innovation-of-Asian-enterprises-_2020_Industrial-Mar.md,Industrial_Marketing_Management,2020,Business-networking-and-innovation-of-Asian-enterprises-_2020_Industrial-Mar,1,"The paper explores the effect of institutional distance on the relationship between business networking and innovation in Asian enterprises operating in Western countries, adopting a managerial viewpoint and involving theory development in the context of inter-organizational relations.","{
    ""reasoning"": ""The paper explores the effect of institutional distance on the relationship between business networking and innovation in Asian enterprises operating in Western countries, adopting a managerial viewpoint and involving theory development in the context of inter-organizational relations."",
    ""decision"": 1
}"
Business-of-business-is-more-than-business--Managi_2020_Industrial-Marketing.md,Industrial_Marketing_Management,2020,Business-of-business-is-more-than-business--Managi_2020_Industrial-Marketing,1,"The paper discusses the interdependence of business and society, focusing on stakeholder orientation and the role of business in supporting local communities, which relates to inter-organizational relations and adopts a managerial viewpoint with implications for B2B companies.","{
    ""reasoning"": ""The paper discusses the interdependence of business and society, focusing on stakeholder orientation and the role of business in supporting local communities, which relates to inter-organizational relations and adopts a managerial viewpoint with implications for B2B companies."",
    ""decision"": 1
}"
Business-relationships-in-the-industrial-network-litera_2020_Industrial-Mark.md,Industrial_Marketing_Management,2020,Business-relationships-in-the-industrial-network-litera_2020_Industrial-Mark,1,"The paper focuses on inter-organizational relations, specifically business relationships in industrial networks, and involves theory development by explicating underlying assumptions and key constructs of three approaches to business relationships.","{
    ""reasoning"": ""The paper focuses on inter-organizational relations, specifically business relationships in industrial networks, and involves theory development by explicating underlying assumptions and key constructs of three approaches to business relationships."",
    ""decision"": 1
}"
Business-solutions-as-market-signals-that-facili_2020_Industrial-Marketing-M.md,Industrial_Marketing_Management,2020,Business-solutions-as-market-signals-that-facili_2020_Industrial-Marketing-M,1,"The paper focuses on the inter-organizational relation of buyer-seller interaction, involves theory development and testing through signaling theory, and adopts a managerial viewpoint by discussing strategic market positioning for manufacturers.","{
    ""reasoning"": ""The paper focuses on the inter-organizational relation of buyer-seller interaction, involves theory development and testing through signaling theory, and adopts a managerial viewpoint by discussing strategic market positioning for manufacturers."",
    ""decision"": 1
}"
Can-cooperation-drive-the-success-of-suppliers-in-B2B-cr_2020_Industrial-Mar.md,Industrial_Marketing_Management,2020,Can-cooperation-drive-the-success-of-suppliers-in-B2B-cr_2020_Industrial-Mar,1,"The paper focuses on inter-organizational relations in the context of B2B crowdsourcing innovation projects, involves theory development based on value network theory, and adopts a managerial viewpoint by examining supplier performance and value capture.","{
    ""reasoning"": ""The paper focuses on inter-organizational relations in the context of B2B crowdsourcing innovation projects, involves theory development based on value network theory, and adopts a managerial viewpoint by examining supplier performance and value capture."",
    ""decision"": 1
}"
Can-data-driven-precision-marketing-promote-user-ad-cl_2020_Industrial-Marke.md,Industrial_Marketing_Management,2020,Can-data-driven-precision-marketing-promote-user-ad-cl_2020_Industrial-Marke,0,"The paper focuses on consumer behavior and precision marketing, which is B2C market research and does not involve inter-organizational relations or adopt a managerial viewpoint from the perspective of business managers in the context of external resource management.","{
    ""reasoning"": ""The paper focuses on consumer behavior and precision marketing, which is B2C market research and does not involve inter-organizational relations or adopt a managerial viewpoint from the perspective of business managers in the context of external resource management."",
    ""decision"": 0
}"
Cannibalize-and-combine--The-impact-of-ambidextrous-inno_2020_Industrial-Mar.md,Industrial_Marketing_Management,2020,Cannibalize-and-combine--The-impact-of-ambidextrous-inno_2020_Industrial-Mar,0,"The paper focuses on internal organizational learning, innovation, and culture, which does not meet the topic criterion of inter-organizational relations, and thus does not align with the 'External Resource Management' literature review.","{
    ""reasoning"": ""The paper focuses on internal organizational learning, innovation, and culture, which does not meet the topic criterion of inter-organizational relations, and thus does not align with the 'External Resource Management' literature review."",
    ""decision"": 0
}"
Challenger-marketing_2020_Industrial-Marketing-Management.md,Industrial_Marketing_Management,2020,Challenger-marketing_2020_Industrial-Marketing-Management,0,"The paper focuses on challenger marketing, which is a business-to-business marketing concept, but it does not explicitly involve inter-organizational relations such as buyer-supplier relationships or strategic alliances, and its primary perspective is not on external resource management or inter-organizational relations.","{
    ""reasoning"": ""The paper focuses on challenger marketing, which is a business-to-business marketing concept, but it does not explicitly involve inter-organizational relations such as buyer-supplier relationships or strategic alliances, and its primary perspective is not on external resource management or inter-organizational relations."",
    ""decision"": 0
}"
Change-processes-in-open-innovation-networks---Ex_2020_Industrial-Marketing-.md,Industrial_Marketing_Management,2020,Change-processes-in-open-innovation-networks---Ex_2020_Industrial-Marketing-,1,"The paper explores change processes in open innovation networks, specifically living labs, from a managerial viewpoint, and involves theory development through the proposal of 'network boosters' as a theoretical concept.","{
    ""reasoning"": ""The paper explores change processes in open innovation networks, specifically living labs, from a managerial viewpoint, and involves theory development through the proposal of 'network boosters' as a theoretical concept."",
    ""decision"": 1
}"
Charting-the-reach-and-contribution-of-IMP-literature-_2020_Industrial-Marke.md,Industrial_Marketing_Management,2020,Charting-the-reach-and-contribution-of-IMP-literature-_2020_Industrial-Marke,1,"The paper focuses on the diffusion and impact of Industrial Marketing and Purchasing (IMP) research, which involves inter-organizational relations, and adopts a managerial viewpoint by analyzing the contribution of IMP to broader research disciplines.","{
    ""reasoning"": ""The paper focuses on the diffusion and impact of Industrial Marketing and Purchasing (IMP) research, which involves inter-organizational relations, and adopts a managerial viewpoint by analyzing the contribution of IMP to broader research disciplines."",
    ""decision"": 1
}"
Co-creating-social-media-agility-to-build-strong-c_2020_Industrial-Marketing.md,Industrial_Marketing_Management,2020,Co-creating-social-media-agility-to-build-strong-c_2020_Industrial-Marketing,0,"The paper focuses on customer-firm relationships through social media, which is more related to B2C market research and does not explicitly involve inter-organizational relations between businesses.","{
    ""reasoning"": ""The paper focuses on customer-firm relationships through social media, which is more related to B2C market research and does not explicitly involve inter-organizational relations between businesses."",
    ""decision"": 0
}"
Cognitive-computing--Big-Data-Analytics-and-data-d_2020_Industrial-Marketing.md,Industrial_Marketing_Management,2020,Cognitive-computing--Big-Data-Analytics-and-data-d_2020_Industrial-Marketing,0,"The paper does not focus on inter-organizational relations and lacks explicit theory development or testing, instead focusing on the application of cognitive computing and big data analytics in industrial marketing management from a general perspective.","{
    ""reasoning"": ""The paper does not focus on inter-organizational relations and lacks explicit theory development or testing, instead focusing on the application of cognitive computing and big data analytics in industrial marketing management from a general perspective."",
    ""decision"": 0
}"
Collaborating-to-shape-markets--Emergent-collec_2020_Industrial-Marketing-Ma.md,Industrial_Marketing_Management,2020,Collaborating-to-shape-markets--Emergent-collec_2020_Industrial-Marketing-Ma,1,"The paper focuses on inter-organizational collaboration for market-shaping, involves theory development by synthesizing the social emergence paradigm and the institutional work framework, and adopts a managerial viewpoint by examining the actions of firms and other actors.","{
    ""reasoning"": ""The paper focuses on inter-organizational collaboration for market-shaping, involves theory development by synthesizing the social emergence paradigm and the institutional work framework, and adopts a managerial viewpoint by examining the actions of firms and other actors."",
    ""decision"": 1
}"
Connecting-IMP-and-entrepreneurship-research--Dire_2020_Industrial-Marketing.md,Industrial_Marketing_Management,2020,Connecting-IMP-and-entrepreneurship-research--Dire_2020_Industrial-Marketing,1,"The paper explores connections between the Industrial Marketing and Purchasing (IMP) research stream and entrepreneurship research, focusing on inter-organizational relations and adopting a managerial viewpoint with theory development.","{
    ""reasoning"": ""The paper explores connections between the Industrial Marketing and Purchasing (IMP) research stream and entrepreneurship research, focusing on inter-organizational relations and adopting a managerial viewpoint with theory development."",
    ""decision"": 1
}"
Converting-purchase-commitments-into-purchase-fulfillment_2020_Industrial-Ma.md,Industrial_Marketing_Management,2020,Converting-purchase-commitments-into-purchase-fulfillment_2020_Industrial-Ma,1,"The paper focuses on the relationship between salespeople and customers, which is an inter-organizational relation, and involves theory development by examining the impact of salesperson characteristics and influence tactics on converting purchase commitments into fulfillments from a managerial viewpoint.","{
    ""reasoning"": ""The paper focuses on the relationship between salespeople and customers, which is an inter-organizational relation, and involves theory development by examining the impact of salesperson characteristics and influence tactics on converting purchase commitments into fulfillments from a managerial viewpoint."",
    ""decision"": 1
}"
Cooperation-with-international-NGOs-and-supplier-assessme_2020_Industrial-Ma.md,Industrial_Marketing_Management,2020,Cooperation-with-international-NGOs-and-supplier-assessme_2020_Industrial-Ma,1,"The paper focuses on inter-organizational relations between companies and international NGOs, involves theory development through testing hypotheses, and adopts a managerial viewpoint by examining supplier assessment and CSR activities in SMEs.","{
    ""reasoning"": ""The paper focuses on inter-organizational relations between companies and international NGOs, involves theory development through testing hypotheses, and adopts a managerial viewpoint by examining supplier assessment and CSR activities in SMEs."",
    ""decision"": 1
}"
Coopetition-and-COVID-19--Collaborative-business-to-bu_2020_Industrial-Marke.md,Industrial_Marketing_Management,2020,Coopetition-and-COVID-19--Collaborative-business-to-bu_2020_Industrial-Marke,1,"The paper focuses on inter-organizational relations through coopetition strategies in a pandemic crisis, involves theory development guided by resource-based theory and the relational view, and adopts a managerial viewpoint.","{
    ""reasoning"": ""The paper focuses on inter-organizational relations through coopetition strategies in a pandemic crisis, involves theory development guided by resource-based theory and the relational view, and adopts a managerial viewpoint."",
    ""decision"": 1
}"
Coopetition-and-trust--What-we-know--where-to_2020_Industrial-Marketing-Mana.md,Industrial_Marketing_Management,2020,Coopetition-and-trust--What-we-know--where-to_2020_Industrial-Marketing-Mana,1,"The paper focuses on inter-organizational relations, specifically coopetition and trust, and involves theory development through a systematic review of existing research, adopting a managerial viewpoint.","{
    ""reasoning"": ""The paper focuses on inter-organizational relations, specifically coopetition and trust, and involves theory development through a systematic review of existing research, adopting a managerial viewpoint."",
    ""decision"": 1
}"
Corporate-brand-identity-co-creation-in-business-_2020_Industrial-Marketing-.md,Industrial_Marketing_Management,2020,Corporate-brand-identity-co-creation-in-business-_2020_Industrial-Marketing-,1,"The paper focuses on corporate brand identity co-creation in business-to-business contexts, involving inter-organizational relations and adopting a managerial viewpoint with theory development.","{
    ""reasoning"": ""The paper focuses on corporate brand identity co-creation in business-to-business contexts, involving inter-organizational relations and adopting a managerial viewpoint with theory development."",
    ""decision"": 1
}"
Cross-border-e-commerce-firms-as-supply-chain-integr_2020_Industrial-Marketi.md,Industrial_Marketing_Management,2020,Cross-border-e-commerce-firms-as-supply-chain-integr_2020_Industrial-Marketi,1,"The paper focuses on inter-organizational relations in the context of cross-border e-commerce, involving theory development through the service-dominant logic and adopting a managerial viewpoint to improve supply chain relationship quality.","{
    ""reasoning"": ""The paper focuses on inter-organizational relations in the context of cross-border e-commerce, involving theory development through the service-dominant logic and adopting a managerial viewpoint to improve supply chain relationship quality."",
    ""decision"": 1
}"
Crowdfunding-networks--Structure--dynamics-and-cr_2020_Industrial-Marketing-.md,Industrial_Marketing_Management,2020,Crowdfunding-networks--Structure--dynamics-and-cr_2020_Industrial-Marketing-,1,"The paper focuses on inter-organizational relations in crowdfunding networks, involves theory development on dynamic capabilities, and adopts a managerial viewpoint.","{
    ""reasoning"": ""The paper focuses on inter-organizational relations in crowdfunding networks, involves theory development on dynamic capabilities, and adopts a managerial viewpoint."",
    ""decision"": 1
}"
Customer-Success-Management--The-next-evolution-in-_2020_Industrial-Marketin.md,Industrial_Marketing_Management,2020,Customer-Success-Management--The-next-evolution-in-_2020_Industrial-Marketin,1,"The paper focuses on customer success management, which is a form of inter-organizational relation between the seller and the customer, and involves theory development by examining the evolution of customer management practices and articulating a research plan from a managerial viewpoint.","{
    ""reasoning"": ""The paper focuses on customer success management, which is a form of inter-organizational relation between the seller and the customer, and involves theory development by examining the evolution of customer management practices and articulating a research plan from a managerial viewpoint."",
    ""decision"": 1
}"
Customer-based-execution-and-strategy--Enhancing-the-rel_2020_Industrial-Mar.md,Industrial_Marketing_Management,2020,Customer-based-execution-and-strategy--Enhancing-the-rel_2020_Industrial-Mar,1,"The paper focuses on business-to-business strategy, outside-in marketing, and strategy formulation from the perspective of senior B2B executives, which aligns with inter-organizational relations and adopts a managerial viewpoint with theory development.","{
    ""reasoning"": ""The paper focuses on business-to-business strategy, outside-in marketing, and strategy formulation from the perspective of senior B2B executives, which aligns with inter-organizational relations and adopts a managerial viewpoint with theory development."",
    ""decision"": 1
}"
Customer-capabilities-for-solution-offerings-in-_2020_Industrial-Marketing-M.md,Industrial_Marketing_Management,2020,Customer-capabilities-for-solution-offerings-in-_2020_Industrial-Marketing-M,1,"The paper focuses on inter-organizational relations, specifically customer capabilities in business-to-business solution offerings, and involves theory development on solution capabilities from a managerial viewpoint.","{
    ""reasoning"": ""The paper focuses on inter-organizational relations, specifically customer capabilities in business-to-business solution offerings, and involves theory development on solution capabilities from a managerial viewpoint."",
    ""decision"": 1
}"
Customer-collaboration--service-firms--diversificat_2020_Industrial-Marketin.md,Industrial_Marketing_Management,2020,Customer-collaboration--service-firms--diversificat_2020_Industrial-Marketin,1,"The paper explores the relationship between customer collaboration, service firm diversification, and innovation performance, adopting a managerial viewpoint and involving theory development from the resource-based view and dynamic capability literature, focusing on inter-organizational relations in the context of service firms and their supply chains.","{
    ""reasoning"": ""The paper explores the relationship between customer collaboration, service firm diversification, and innovation performance, adopting a managerial viewpoint and involving theory development from the resource-based view and dynamic capability literature, focusing on inter-organizational relations in the context of service firms and their supply chains."",
    ""decision"": 1
}"
Customer-information-resources-advantage--marketing-stra_2020_Industrial-Mar.md,Industrial_Marketing_Management,2020,Customer-information-resources-advantage--marketing-stra_2020_Industrial-Mar,1,"The paper focuses on customer information resources and marketing strategy from a managerial viewpoint, involving theory development based on the resource-based and knowledge-based views of the firm.","{
    ""reasoning"": ""The paper focuses on customer information resources and marketing strategy from a managerial viewpoint, involving theory development based on the resource-based and knowledge-based views of the firm."",
    ""decision"": 1
}"
Customer-involvement-in-big-data-analytics-and-its_2020_Industrial-Marketing.md,Industrial_Marketing_Management,2020,Customer-involvement-in-big-data-analytics-and-its_2020_Industrial-Marketing,1,"The paper focuses on customer involvement in big data analytics in a B2B context, which is related to inter-organizational relations, and it involves theory development by challenging the established viewpoint and introducing new constructs, all from a managerial viewpoint.","{
    ""reasoning"": ""The paper focuses on customer involvement in big data analytics in a B2B context, which is related to inter-organizational relations, and it involves theory development by challenging the established viewpoint and introducing new constructs, all from a managerial viewpoint."",
    ""decision"": 1
}"
Customer-value-propositions--Value-co-crea_2020_Industrial-Marketing-Managem.md,Industrial_Marketing_Management,2020,Customer-value-propositions--Value-co-crea_2020_Industrial-Marketing-Managem,1,"The paper focuses on customer value propositions in a B2B context, discussing value co-creation between suppliers and customers, which aligns with the topic of inter-organizational relations and adopts a managerial viewpoint.","{
    ""reasoning"": ""The paper focuses on customer value propositions in a B2B context, discussing value co-creation between suppliers and customers, which aligns with the topic of inter-organizational relations and adopts a managerial viewpoint."",
    ""decision"": 1
}"
Deliberate-learning-as-a-strategic-mechanism-in-enabl_2020_Industrial-Market.md,Industrial_Marketing_Management,2020,Deliberate-learning-as-a-strategic-mechanism-in-enabl_2020_Industrial-Market,1,"The paper focuses on inter-organizational relations, specifically channel partner sales performance, involves theory development on deliberate learning, and adopts a managerial viewpoint on strategic sales enablement.","{
    ""reasoning"": ""The paper focuses on inter-organizational relations, specifically channel partner sales performance, involves theory development on deliberate learning, and adopts a managerial viewpoint on strategic sales enablement."",
    ""decision"": 1
}"
Determinants-of-technological-innovation-success-and-_2020_Industrial-Market.md,Industrial_Marketing_Management,2020,Determinants-of-technological-innovation-success-and-_2020_Industrial-Market,0,"The paper focuses on the relationship between marketing innovation and technological innovation success and failure from a business management perspective, but it does not explicitly involve inter-organizational relations such as buyer-supplier relationships or strategic alliances.","{
    ""reasoning"": ""The paper focuses on the relationship between marketing innovation and technological innovation success and failure from a business management perspective, but it does not explicitly involve inter-organizational relations such as buyer-supplier relationships or strategic alliances."",
    ""decision"": 0
}"
Developing-logistics-value-propositions--Drawing-Insig_2020_Industrial-Marke.md,Industrial_Marketing_Management,2020,Developing-logistics-value-propositions--Drawing-Insig_2020_Industrial-Marke,1,"The paper focuses on inter-organizational relations in supply chains, involves theory development by adopting a service-dominant logic perspective, and provides insights for business managers on developing logistics value propositions.","{
    ""reasoning"": ""The paper focuses on inter-organizational relations in supply chains, involves theory development by adopting a service-dominant logic perspective, and provides insights for business managers on developing logistics value propositions."",
    ""decision"": 1
}"
